Unnamed: 0,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Rear_Track,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Seating_Capacity,Seats_Material,Type,Start_/_Stop_Button,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Gear_Indicator,Engine_Immobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,Infotainment_Screen,Multifunction_Steering_Wheel,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,ESP_(Electronic_Stability_Program),Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,price,cluster
260,Skoda,Kodiaq,Laurin And Klement,1968,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,66.0,Diesel,SUV,4,18.19,,6,149.0,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1540 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,145.98,340,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,625.0,1,1,1,1,2 years /100000 Kms (years/distance whichever comes first),1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",1,1,1,1,9,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,51500,1
261,Skoda,Kodiaq,Corporate Edition,1968,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,66.0,Diesel,SUV,4,18.19,,6,149.0,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1540 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,174.58,350,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,625.0,1,1,1,1,2 years /100000 Kms (years/distance whichever comes first),1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,1,1,1,9,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,46194,1
262,Dc,Avanti,Standard,2000,4,4.0,RWD (Rear Wheel Drive),"Rear Mid, Transverse",Injection,60.0,Petrol,Coupe,2,10.0,,6,170.0,Ventilated Disc,Ventilated Disc,Double wishbone,Double wishbone,1650 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,246.58,340,2,Fabric,Manual,1,CD/MP3 Player,2 years / Unlimited Kms,1,Internal_Boot_lid,350.0,1,0,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,0,0,0,1,Driver frontal airbag,1,0,1,0,3,No_Parking_Assistance,1,Touch Sensitive_Parking_Assistance,0,0,Manual Adjustment,0,0,0,1,0,0,0,1,47703,1
263,Audi,Q3,30 Tdi Premium Fwd,1968,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,64.0,Diesel,SUV,5,15.73,,7,170.0,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Four-link rear suspension with separate spring/shock absorber arrangement, subframe, aluminum wheel",1575 ,Electric_Power_Steering,Front_Power_Windows,"Yes, with memory",Smart Key,145.98,340,5,Leather,Manual,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,0,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,51480,1
264,Audi,Q3,35 Tdi Quattro Premium Plus,1968,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,64.0,Diesel,SUV,5,15.73,,7,170.0,Ventilated Disc,Ventilated Disc,"McPherson struts with aluminum lower wishbones, steel pivot bearings, aluminum subframe, tubular ant","Four-link rear suspension with separate spring/shock absorber arrangement, subframe, aluminum wheel",1575 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,174.58,380,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,0,1,0,1,55890,3
265,Audi,Q3,35 Tdi Quattro Technology,1968,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,64.0,Diesel,SUV,5,15.73,,7,170.0,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1575 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,174.58,380,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,61054,3
266,Audi,Q3,30 Tfsi Premium,1395,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,64.0,Petrol,SUV,5,16.9,,7,170.0,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1575 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,147.95,250,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,48954,1
267,Mini,Cooper 5 Door,Cooper D,1496,3,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,44.0,Petrol,Hatchback,5,21.15,,6,211.0,Ventilated Disc,Ventilated Disc,single joint spring-strut front axle,multiple control-arm rear axle,1540 ,Hydraulic_Power_Steering,All_Power_Windows,Power seats,Smart Key,114.41,270,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,278.0,0,1,0,0,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Manual,Digital,Automatic,Analog,1,1,Driver_Front_sun_Visor,,0,0,1,0,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,No_Parking_Assistance,1,No_Infotainment_Screen,1,0,Electric Adjustment,1,0,1,1,0,0,0,1,50400,1
268,Mini,Convertible,Cooper S,1998,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,44.0,Petrol,Convertible,2,14.59,,6,211.0,Ventilated Disc,Ventilated Disc,single joint spring-strut front axle,multiple control-arm rear axle,1540 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,189.37,280,4,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,215.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,0,1,1,1,53620,1
269,Volvo,Xc40,D4 Momentum,1969,5,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,45.0,Diesel,SUV,5,3.977853492333897,,8,211.0,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,187.4,400,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,0,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,1,1,0,7,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,0,1,1,1,0,1,55860,3
270,Volvo,Xc40,D4 Inscription,1969,5,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,45.0,Diesel,SUV,5,3.977853492333897,,8,211.0,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,187.4,400,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,0,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,1,1,0,7,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,61460,3
271,Volvo,Xc40,T4 R-Design,1969,5,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,54.0,Petrol,SUV,5,3.977853492333897,,8,211.0,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,187.4,300,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,432.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,1,1,1,8,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,0,1,1,1,0,1,55860,3
272,Mini,Clubman,Cooper S,1998,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,45.0,Petrol,Hatchback,4,13.8,,5,146.0,Ventilated Disc,Ventilated Disc,single joint spring-strut front axle,multiple control-arm rear axle,1565 ,Electric_Power_Steering,Front_Power_Windows,1,Smart Key,189.37,280,5,Leather,Manual,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,360.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"Internal, With Remote",Yes,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Manual Adjustment,1,1,1,1,1,1,0,1,57680,3
273,Audi,A4,Premium Plus 35 Tfsi,1395,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,54.0,Petrol,Sedan,4,3.977853492333897,,7,125.0,Ventilated Disc,Ventilated Disc,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1555 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,147.95,250,5,Leather,DCT,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,With Remote,480.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Push to Open,Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,1,1,1,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,1,1,1,1,1,58086,3
274,Audi,A4,Technology 35 Tfsi,1395,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,54.0,Petrol,Sedan,4,3.977853492333897,,7,125.0,Ventilated Disc,Ventilated Disc,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1555 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,147.95,250,5,Leather,DCT,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,With Remote,480.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Push to Open,Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,1,1,1,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,63098,3
275,Mini,John Cooper Works,Hatch,1998,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,44.0,Petrol,"Sports, Hatchback",3,16.47,,8,125.0,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1540 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory","Remote, Smart Key",227.84,320,2,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,"Manual, With Remote",455.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"With Remote, Internal",Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag",1,1,1,0,2,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,0,1,1,1,1,1,1,60900,3
276,Jaguar,Xe,S Petrol,1997,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,61.0,Petrol,Sedan,4,11.0,,8,125.0,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1598 ,Hydraulic_Power_Steering,All_Power_Windows,Power seats,Remote,246.58,365,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,455.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,1,1,1,6,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,1,1,62972,3
277,Jaguar,Xe,S Diesel,1999,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,56.0,Diesel,Sedan,4,11.0,,8,125.0,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1598 ,Hydraulic_Power_Steering,All_Power_Windows,Power seats,Remote,177.54,430,4,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,455.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",1,1,1,1,6,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,1,1,1,1,1,62972,3
278,Jaguar,Xe,Se Diesel,1999,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,56.0,Diesel,Sedan,4,11.0,,8,125.0,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1598 ,Hydraulic_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,177.54,430,4,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,455.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,64862,3
279,Jaguar,Xe,Se Petrol,1997,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,61.0,Petrol,Sedan,4,11.0,,8,125.0,Ventilated Disc,Ventilated Disc,Double wishbone,Independent Integral Link,1598 ,Hydraulic_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,246.58,365,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,455.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,0,1,1,1,1,64862,3
280,Jaguar,Xf,2.0 Prestige,1999,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,74.0,Petrol,Sedan,4,13.12,,8,100.0,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1594 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,243.62,340,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Manual,505.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Yes,Automatic,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,1,1,76108,3
283,Jaguar,Xf,2.0 Prestige Diesel,1999,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,66.0,Diesel,Sedan,4,19.33,,8,160.0,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1594 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,177.54,430,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Manual,505.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,1,1,77092,3
284,Jaguar,Xf,2.0 Pure Diesel,1999,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,66.0,Diesel,Sedan,4,19.33,,8,160.0,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1594 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,177.54,430,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Manual,505.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,1,1,69679,3
285,Audi,A3 Cabriolet,40 Tfsi,1395,4,4.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,50.0,Petrol,Convertible,2,19.2,,7,160.0,Ventilated Disc,Ventilated Disc,McPherson Strut,Multi - link,1526 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,145.98,250,4,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,320.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag",1,1,1,0,7,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,0,1,70532,3
286,Audi,A6,Premium Plus 45 Tfsi,1984,4,16.0,FWD (Front Wheel Drive),"Front, Longitudinal",Injection,73.0,Petrol,Sedan,4,14.11,,7,212.0,Ventilated Disc,Ventilated Disc,Five-link front suspension; tubular anti-roll bar,Five-link front suspension; tubular anti-roll bar,1540 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,241.65,370,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,With Remote,560.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"Internal, With Remote",Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,1,1,1,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,76190,3
290,Bmw,X3,Xdrive20D Xline,1995,4,4.0,4WD,"Front, Longitudinal",Injection,67.0,Diesel,SUV,5,18.56,,8,212.0,Ventilated Disc,Ventilated Disc,Dynamic Damper Control,Dynamic Damper Control,1632 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,187.4,400,5,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,550.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,0,1,1,1,1,1,0,1,78400,3
291,Land Rover,Discovery Sport,S,1999,4,4.0,4WD,"Front, Transverse",Injection,70.0,Diesel,SUV,5,3.977853492333897,,9,167.0,Ventilated Disc,Ventilated Disc,McPherson Strut,Integral link,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,176.55,430,7,Leather,Automatic,1,CD Player with USB & Aux-in,3 Years / 100000 km (whichever comes first),1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Yes,1,1,1,0,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",1,1,1,1,7,Front & rear sensors with 360 degree view,0,Touch Sensitive_Parking_Assistance,1,1,Manual Adjustment,1,1,1,1,1,1,1,1,79884,3
357,Bajaj,Qute (Re60),Qcar,216,4,1.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,45.0,Petrol,Hatchback,4,35.0,,5,160.0,Drum,Drum,Hydraulic Telescopic Shock Absorber,Hydraulic Telescopic Shock Absorber,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,12.82,18,4,Fabric,Manual,0,Not on offer,2 years / Unlimited Kms,0,Manual,20.0,0,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",0,Manual,Yes,Manual,Analog,1,1,Driver Only,Not Applicable,0,0,1,1,0,Driver frontal airbag,0,0,0,0,3,No_Parking_Assistance,0,No_Infotainment_Screen,0,0,Manual Adjustment,0,0,0,0,0,0,0,0,3682,2
